Frequency	S11(dB)	S21(dB)
1.137245000000000061e+01	-2.726053305584114628e-01	-1.216321697853975969e+01
1.137600000000000122e+01	-2.729746000612411905e-01	-1.215749212342531571e+01
1.137955000000000183e+01	-2.733440648378971383e-01	-1.215177163682794514e+01
1.138310000000000066e+01	-2.737137259999294359e-01	-1.214605551048743592e+01
1.138665000000000127e+01	-2.740835846488762773e-01	-1.214034373616449436e+01
1.139020000000000188e+01	-2.744536418763520724e-01	-1.213463630564069717e+01
1.139375000000000071e+01	-2.748238987640917452e-01	-1.212893321071840269e+01
1.139730000000000132e+01	-2.751943563840280049e-01	-1.212323444322068511e+01
1.140085000000000193e+01	-2.755650157983478010e-01	-1.211753999499127943e+01
1.140440000000000076e+01	-2.759358780595543847e-01	-1.211184985789449087e+01
1.140795000000000137e+01	-2.763069442105401397e-01	-1.210616402381513268e+01
1.141150000000000198e+01	-2.766782152846404275e-01	-1.210048248465847109e+01
1.141505000000000081e+01	-2.770496923056846583e-01	-1.209480523235013827e+01
1.141860000000000142e+01	-2.774213762880888279e-01	-1.208913225883606302e+01
1.142215000000000202e+01	-2.777932682368867701e-01	-1.208346355608242462e+01
1.142570000000000086e+01	-2.781653691478079837e-01	-1.207779911607556400e+01
1.142925000000000146e+01	-2.785376800073297021e-01	-1.207213893082191092e+01
1.143280000000000030e+01	-2.789102017927466148e-01	-1.206648299234794308e+01
1.143635000000000090e+01	-2.792829354722240476e-01	-1.206083129270008314e+01
1.143990000000000151e+01	-2.796558820048610228e-01	-1.205518382394466315e+01
1.144345000000000034e+01	-2.800290423407471030e-01	-1.204954057816784641e+01
1.144700000000000095e+01	-2.804024174210304476e-01	-1.204390154747553687e+01
1.145055000000000156e+01	-2.807760081779658856e-01	-1.203826672399335429e+01
1.145410000000000039e+01	-2.811498155349722028e-01	-1.203263609986653648e+01
1.145765000000000100e+01	-2.815238404067088029e-01	-1.202700966725987897e+01
1.146120000000000161e+01	-2.818980836991190619e-01	-1.202138741835766922e+01
1.146475000000000044e+01	-2.822725463094843956e-01	-1.201576934536363872e+01
1.146830000000000105e+01	-2.826472291265022529e-01	-1.201015544050086525e+01
1.147185000000000166e+01	-2.830221330303185345e-01	-1.200454569601171961e+01
1.147540000000000049e+01	-2.833972588925983138e-01	-1.199894010415781764e+01
1.147895000000000110e+01	-2.837726075765903966e-01	-1.199333865721992254e+01
1.148250000000000171e+01	-2.841481799371662897e-01	-1.198774134749790932e+01
1.148605000000000054e+01	-2.845239768208883135e-01	-1.198214816731068311e+01
1.148960000000000115e+01	-2.848999990660610049e-01	-1.197655910899610809e+01
1.149315000000000175e+01	-2.852762475027912359e-01	-1.197097416491096844e+01
1.149670000000000059e+01	-2.856527229530373413e-01	-1.196539332743088480e+01
1.150025000000000119e+01	-2.860294262306725122e-01	-1.195981658895023791e+01
1.150380000000000180e+01	-2.864063581415299820e-01	-1.195424394188213313e+01
1.150735000000000063e+01	-2.867835194834712498e-01	-1.194867537865832041e+01
1.151090000000000124e+01	-2.871609110464224401e-01	-1.194311089172912688e+01
1.151445000000000185e+01	-2.875385336124454128e-01	-1.193755047356340704e+01
1.151800000000000068e+01	-2.879163879557865013e-01	-1.193199411664846998e+01
1.152155000000000129e+01	-2.882944748429201454e-01	-1.192644181349000831e+01
1.152510000000000190e+01	-2.886727950326209435e-01	-1.192089355661205019e+01
1.152865000000000073e+01	-2.890513492760013459e-01	-1.191534933855689538e+01
1.153220000000000134e+01	-2.894301383165725494e-01	-1.190980915188503531e+01
1.153575000000000195e+01	-2.898091628902924599e-01	-1.190427298917511933e+01
1.153930000000000078e+01	-2.901884237256183718e-01	-1.189874084302386237e+01
1.154285000000000139e+01	-2.905679215435681417e-01	-1.189321270604599690e+01
1.154640000000000200e+01	-2.909476570577616550e-01	-1.188768857087421438e+01
1.154995000000000083e+01	-2.913276309744712300e-01	-1.188216843015910129e+01
1.155350000000000144e+01	-2.917078439926861777e-01	-1.187665227656907696e+01
1.155705000000000027e+01	-2.920882968041510486e-01	-1.187114010279032250e+01
1.156060000000000088e+01	-2.924689900934241416e-01	-1.186563190152673464e+01
1.156415000000000148e+01	-2.928499245379190263e-01	-1.186012766549985997e+01
1.156770000000000209e+01	-2.932311008079699355e-01	-1.185462738744882927e+01
1.157125000000000092e+01	-2.936125195668662924e-01	-1.184913106013030060e+01
1.157480000000000153e+01	-2.939941814709133294e-01	-1.184363867631839895e+01
1.157835000000000036e+01	-2.943760871694792725e-01	-1.183815022880466294e+01
1.158190000000000097e+01	-2.947582373050410820e-01	-1.183266571039795778e+01
1.158545000000000158e+01	-2.951406325132351904e-01	-1.182718511392446104e+01
1.158900000000000041e+01	-2.955232734229145120e-01	-1.182170843222756496e+01
1.159255000000000102e+01	-2.959061606561824154e-01	-1.181623565816781785e+01
1.159610000000000163e+01	-2.962892948284562844e-01	-1.181076678462290097e+01
1.159965000000000046e+01	-2.966726765485067641e-01	-1.180530180448753086e+01
1.160320000000000107e+01	-2.970563064185047231e-01	-1.179984071067340778e+01
1.160675000000000168e+01	-2.974401850340785969e-01	-1.179438349610918380e+01
1.161030000000000051e+01	-2.978243129843480830e-01	-1.178893015374036857e+01
1.161385000000000112e+01	-2.982086908519908652e-01	-1.178348067652929210e+01
1.161740000000000173e+01	-2.985933192132710357e-01	-1.177803505745504609e+01
1.162095000000000056e+01	-2.989781986380918299e-01	-1.177259328951341644e+01
1.162450000000000117e+01	-2.993633296900484186e-01	-1.176715536571682463e+01
1.162805000000000177e+01	-2.997487129264693184e-01	-1.176172127909429577e+01
1.163160000000000061e+01	-3.001343488984602459e-01	-1.175629102269136261e+01
1.163515000000000121e+01	-3.005202381509596843e-01	-1.175086458957004254e+01
1.163870000000000182e+01	-3.009063812227727452e-01	-1.174544197280875224e+01
1.164225000000000065e+01	-3.012927786466246260e-01	-1.174002316550227754e+01
1.164580000000000126e+01	-3.016794309492065174e-01	-1.173460816076169877e+01
1.164935000000000187e+01	-3.020663386512172921e-01	-1.172919695171433752e+01
1.165290000000000070e+01	-3.024535022674061935e-01	-1.172378953150371039e+01
1.165645000000000131e+01	-3.028409223066226286e-01	-1.171838589328945623e+01
1.166000000000000192e+01	-3.032285992718628531e-01	-1.171298603024729701e+01
1.166355000000000075e+01	-3.036165336603078302e-01	-1.170758993556897209e+01
1.166710000000000136e+01	-3.040047259633699150e-01	-1.170219760246218321e+01
1.167065000000000197e+01	-3.043931766667387073e-01	-1.169680902415055179e+01
1.167420000000000080e+01	-3.047818862504227955e-01	-1.169142419387354437e+01
1.167775000000000141e+01	-3.051708551887936105e-01	-1.168604310488642994e+01
1.168130000000000202e+01	-3.055600839506292798e-01	-1.168066575046022493e+01
1.168485000000000085e+01	-3.059495729991592028e-01	-1.167529212388163629e+01
1.168840000000000146e+01	-3.063393227921012985e-01	-1.166992221845300293e+01
1.169195000000000206e+01	-3.067293337817104670e-01	-1.166455602749225662e+01
1.169550000000000090e+01	-3.071196064148246641e-01	-1.165919354433285271e+01
1.169905000000000150e+01	-3.075101411328916567e-01	-1.165383476232372217e+01
1.170260000000000034e+01	-3.079009383720329174e-01	-1.164847967482921831e+01
1.170615000000000094e+01	-3.082919985630656612e-01	-1.164312827522905813e+01
1.170970000000000155e+01	-3.086833221315555265e-01	-1.163778055691827795e+01
1.171325000000000038e+01	-3.090749094978604283e-01	-1.163243651330718542e+01
1.171680000000000099e+01	-3.094667610771586475e-01	-1.162709613782128670e+01
1.172035000000000160e+01	-3.098588772795069501e-01	-1.162175942390125272e+01
1.172390000000000043e+01	-3.102512585098698428e-01	-1.161642636500285164e+01
1.172745000000000104e+01	-3.106439051681612051e-01	-1.161109695459690982e+01
1.173100000000000165e+01	-3.110368176492909198e-01	-1.160577118616925851e+01
1.173455000000000048e+01	-3.114299963432007878e-01	-1.160044905322066988e+01
1.173810000000000109e+01	-3.118234416349046079e-01	-1.159513054926682152e+01
1.174165000000000170e+01	-3.122171539045341948e-01	-1.158981566783822714e+01
1.174520000000000053e+01	-3.126111335273631386e-01	-1.158450440248021707e+01
1.174875000000000114e+01	-3.130053808738730292e-01	-1.157919674675283517e+01
1.175230000000000175e+01	-3.133998963097673340e-01	-1.157389269423084244e+01
1.175585000000000058e+01	-3.137946801960205256e-01	-1.156859223850363705e+01
1.175940000000000119e+01	-3.141897328889249330e-01	-1.156329537317519929e+01
1.176295000000000179e+01	-3.145850547401158326e-01	-1.155800209186406313e+01
1.176650000000000063e+01	-3.149806460966186883e-01	-1.155271238820325408e+01
1.177005000000000123e+01	-3.153765073008846787e-01	-1.154742625584022697e+01
1.177360000000000184e+01	-3.157726386908363825e-01	-1.154214368843683935e+01
1.177715000000000067e+01	-3.161690405998895392e-01	-1.153686467966929463e+01
1.178070000000000128e+01	-3.165657133570127790e-01	-1.153158922322807634e+01
1.178425000000000189e+01	-3.169626572867445535e-01	-1.152631731281792149e+01
1.178780000000000072e+01	-3.173598727092433180e-01	-1.152104894215776199e+01
1.179135000000000133e+01	-3.177573599403261673e-01	-1.151578410498066773e+01
1.179490000000000194e+01	-3.181551192914949255e-01	-1.151052279503381826e+01
1.179845000000000077e+01	-3.185531510699857738e-01	-1.150526500607842806e+01
1.180200000000000138e+01	-3.189514555787991701e-01	-1.150001073188972356e+01
1.180555000000000199e+01	-3.193500331167372641e-01	-1.149475996625687380e+01
1.180910000000000082e+01	-3.197488839784473069e-01	-1.148951270298296379e+01
1.181265000000000143e+01	-3.201480084544449656e-01	-1.148426893588492526e+01
1.181620000000000203e+01	-3.205474068311631730e-01	-1.147902865879349754e+01
1.181975000000000087e+01	-3.209470793909804942e-01	-1.147379186555319563e+01
1.182330000000000148e+01	-3.213470264122622044e-01	-1.146855855002223024e+01
1.182685000000000031e+01	-3.217472481693914310e-01	-1.146332870607249532e+01
1.183040000000000092e+01	-3.221477449328136178e-01	-1.145810232758949176e+01
1.183395000000000152e+01	-3.225485169690551768e-01	-1.145287940847230246e+01
1.183750000000000213e+01	-3.229495645407793880e-01	-1.144765994263353726e+01
1.184105000000000096e+01	-3.233508879068059949e-01	-1.144244392399928145e+01
1.184460000000000157e+01	-3.237524873221508392e-01	-1.143723134650906026e+01
1.184815000000000040e+01	-3.241543630380656071e-01	-1.143202220411578374e+01
1.185170000000000101e+01	-3.245565153020687488e-01	-1.142681649078569883e+01
1.185525000000000162e+01	-3.249589443579760095e-01	-1.142161420049836096e+01
1.185880000000000045e+01	-3.253616504459405090e-01	-1.141641532724657004e+01
1.186235000000000106e+01	-3.257646338024828836e-01	-1.141121986503632968e+01
1.186590000000000167e+01	-3.261678946605327534e-01	-1.140602780788680981e+01
1.186945000000000050e+01	-3.265714332494519256e-01	-1.140083914983029523e+01
1.187300000000000111e+01	-3.269752497950795811e-01	-1.139565388491213405e+01
1.187655000000000172e+01	-3.273793445197498708e-01	-1.139047200719070396e+01
1.188010000000000055e+01	-3.277837176423486487e-01	-1.138529351073737317e+01
1.188365000000000116e+01	-3.281883693783244071e-01	-1.138011838963643640e+01
1.188720000000000176e+01	-3.285932999397341847e-01	-1.137494663798507233e+01
1.189075000000000060e+01	-3.289985095352691014e-01	-1.136977824989333641e+01
1.189430000000000121e+01	-3.294039983702953256e-01	-1.136461321948406322e+01
1.189785000000000181e+01	-3.298097666468830513e-01	-1.135945154089285936e+01
1.190140000000000065e+01	-3.302158145638380837e-01	-1.135429320826805188e+01
1.190495000000000125e+01	-3.306221423167248763e-01	-1.134913821577062620e+01
1.190850000000000186e+01	-3.310287500979270936e-01	-1.134398655757422247e+01
1.191205000000000069e+01	-3.314356380966472226e-01	-1.133883822786505036e+01
1.191560000000000130e+01	-3.318428064989574766e-01	-1.133369322084186948e+01
1.191915000000000191e+01	-3.322502554878240533e-01	-1.132855153071594856e+01
1.192270000000000074e+01	-3.326579852431474915e-01	-1.132341315171100327e+01
1.192625000000000135e+01	-3.330659959417828775e-01	-1.131827807806317665e+01
1.192980000000000196e+01	-3.334742877575790354e-01	-1.131314630402098231e+01
1.193335000000000079e+01	-3.338828608614065052e-01	-1.130801782384527066e+01
1.193690000000000140e+01	-3.342917154211893505e-01	-1.130289263180917381e+01
1.194045000000000201e+01	-3.347008516019380764e-01	-1.129777072219808609e+01
1.194400000000000084e+01	-3.351102695657816044e-01	-1.129265208930959830e+01
1.194755000000000145e+01	-3.355199694719862569e-01	-1.128753672745347103e+01
1.195110000000000028e+01	-3.359299514770034412e-01	-1.128242463095159565e+01
1.195465000000000089e+01	-3.363402157344901333e-01	-1.127731579413793206e+01
1.195820000000000149e+01	-3.367507623953399643e-01	-1.127221021135849277e+01
1.196175000000000210e+01	-3.371615916077133623e-01	-1.126710787697129668e+01
1.196530000000000094e+01	-3.375727035170722479e-01	-1.126200878534631045e+01
1.196885000000000154e+01	-3.379840982662082327e-01	-1.125691293086543254e+01
1.197240000000000038e+01	-3.383957759952603839e-01	-1.125182030792243104e+01
1.197595000000000098e+01	-3.388077368417664048e-01	-1.124673091092292054e+01
1.197950000000000159e+01	-3.392199809406756805e-01	-1.124164473428431066e+01
1.198305000000000220e+01	-3.396325084243869696e-01	-1.123656177243576870e+01
1.198660000000000103e+01	-3.400453194227697207e-01	-1.123148201981819838e+01
1.199015000000000164e+01	-3.404584140632029854e-01	-1.122640547088415630e+01
1.199370000000000047e+01	-3.408717924705964575e-01	-1.122133212009785730e+01
1.199725000000000108e+01	-3.412854547674244454e-01	-1.121626196193511049e+01
1.200080000000000169e+01	-3.416994010737551823e-01	-1.121119499088328375e+01
1.200435000000000052e+01	-3.421136315072702550e-01	-1.120613120144128239e+01
1.200790000000000113e+01	-3.425281461833042940e-01	-1.120107058811947276e+01
1.201145000000000174e+01	-3.429429452148707869e-01	-1.119601314543968584e+01
1.201500000000000057e+01	-3.433580287126821728e-01	-1.119095886793514083e+01
1.201855000000000118e+01	-3.437733967851927530e-01	-1.118590775015044159e+01
1.202210000000000178e+01	-3.441890495386120685e-01	-1.118085978664150382e+01
1.202565000000000062e+01	-3.446049870769416490e-01	-1.117581497197554619e+01
1.202920000000000122e+01	-3.450212095020006031e-01	-1.117077330073103347e+01
1.203275000000000183e+01	-3.454377169134519310e-01	-1.116573476749764815e+01
1.203630000000000067e+01	-3.458545094088294469e-01	-1.116069936687624775e+01
1.203985000000000127e+01	-3.462715870835734178e-01	-1.115566709347882579e+01
1.204340000000000188e+01	-3.466889500310418870e-01	-1.115063794192847624e+01
1.204695000000000071e+01	-3.471065983425564716e-01	-1.114561190685936687e+01
1.205050000000000132e+01	-3.475245321074171279e-01	-1.114058898291668243e+01
1.205405000000000193e+01	-3.479427514129295185e-01	-1.113556916475659264e+01
1.205760000000000076e+01	-3.483612563444367094e-01	-1.113055244704623448e+01
1.206115000000000137e+01	-3.487800469853492014e-01	-1.112553882446364284e+01
1.206470000000000198e+01	-3.491991234171549774e-01	-1.112052829169773460e+01
1.206825000000000081e+01	-3.496184857194696294e-01	-1.111552084344828728e+01
1.207180000000000142e+01	-3.500381339700469052e-01	-1.111051647442585377e+01
1.207535000000000203e+01	-3.504580682448041329e-01	-1.110551517935177301e+01
1.207890000000000086e+01	-3.508782886178573035e-01	-1.110051695295811491e+01
1.208245000000000147e+01	-3.512987951615405002e-01	-1.109552178998764127e+01
1.208600000000000207e+01	-3.517195879464388719e-01	-1.109052968519377025e+01
1.208955000000000091e+01	-3.521406670414068407e-01	-1.108554063334055328e+01
1.209310000000000151e+01	-3.525620325135972455e-01	-1.108055462920262357e+01
1.209665000000000035e+01	-3.529836844284869324e-01	-1.107557166756517120e+01
1.210020000000000095e+01	-3.534056228499043439e-01	-1.107059174322389339e+01
1.210375000000000156e+01	-3.538278478400494476e-01	-1.106561485098497855e+01
1.210730000000000217e+01	-3.542503594595274863e-01	-1.106064098566505649e+01
1.211085000000000100e+01	-3.546731577673652991e-01	-1.105567014209117183e+01
1.211440000000000161e+01	-3.550962428210406863e-01	-1.105070231510073064e+01
1.211795000000000044e+01	-3.555196146765126630e-01	-1.104573749954150230e+01
1.212150000000000105e+01	-3.559432733882334499e-01	-1.104077569027153771e+01
1.212505000000000166e+01	-3.563672190091852210e-01	-1.103581688215917822e+01
1.212860000000000227e+01	-3.567914515909057505e-01	-1.103086107008298811e+01
1.213215000000000110e+01	-3.572159711834994589e-01	-1.102590824893174393e+01
1.213570000000000171e+01	-3.576407778356778255e-01	-1.102095841360437412e+01
1.213925000000000054e+01	-3.580658715947693804e-01	-1.101601155900995721e+01
1.214280000000000115e+01	-3.584912525067576738e-01	-1.101106768006765435e+01
1.214635000000000176e+01	-3.589169206163025927e-01	-1.100612677170670750e+01
1.214990000000000059e+01	-3.593428759667496863e-01	-1.100118882886637017e+01
1.215345000000000120e+01	-3.597691186001756303e-01	-1.099625384649590920e+01
1.215700000000000180e+01	-3.601956485574023259e-01	-1.099132181955454080e+01
1.216055000000000064e+01	-3.606224658780122216e-01	-1.098639274301141988e+01
1.216410000000000124e+01	-3.610495706003988836e-01	-1.098146661184558681e+01
1.216765000000000185e+01	-3.614769627617521186e-01	-1.097654342104595493e+01
1.217120000000000068e+01	-3.619046423981213678e-01	-1.097162316561125728e+01
1.217475000000000129e+01	-3.623326095444060480e-01	-1.096670584055002173e+01
1.217830000000000190e+01	-3.627608642344010148e-01	-1.096179144088054436e+01
1.218185000000000073e+01	-3.631894065008146599e-01	-1.095687996163084144e+01
1.218540000000000134e+01	-3.636182363752815672e-01	-1.095197139783862994e+01
1.218895000000000195e+01	-3.640473538884028692e-01	-1.094706574455128845e+01
1.219250000000000078e+01	-3.644767590697581272e-01	-1.094216299682582161e+01
1.219605000000000139e+01	-3.649064519479275903e-01	-1.093726314972883529e+01
1.219960000000000200e+01	-3.653364325505236709e-01	-1.093236619833650280e+01
1.220315000000000083e+01	-3.657667009042080974e-01	-1.092747213773451698e+01
1.220670000000000144e+01	-3.661972570347147293e-01	-1.092258096301808301e+01
1.221025000000000205e+01	-3.666281009668744817e-01	-1.091769266929185633e+01
1.221380000000000088e+01	-3.670592327246341435e-01	-1.091280725166994969e+01
1.221735000000000149e+01	-3.674906523310855211e-01	-1.090792470527585500e+01
1.222090000000000032e+01	-3.679223598084829794e-01	-1.090304502524244512e+01
1.222445000000000093e+01	-3.683543551782619274e-01	-1.089816820671193298e+01
1.222800000000000153e+01	-3.687866384610760662e-01	-1.089329424483582542e+01
1.223155000000000214e+01	-3.692192096768060483e-01	-1.088842313477491608e+01
1.223510000000000097e+01	-3.696520688445789071e-01	-1.088355487169923563e+01
1.223865000000000158e+01	-3.700852159828081911e-01	-1.087868945078801985e+01
1.224220000000000041e+01	-3.705186511091957957e-01	-1.087382686722968828e+01
1.224575000000000102e+01	-3.709523742407744296e-01	-1.086896711622180689e+01
