Frequency	S11(dB)	S21(dB)
1.409720000000000084e+01	0.000000000000000000e+00	-1.150662139787333018e+02
1.411125000000000007e+01	0.000000000000000000e+00	-1.150620488127035088e+02
1.412530000000000108e+01	-9.643274665532871356e-16	-1.150573963671425872e+02
1.413935000000000031e+01	-9.643274665532871356e-16	-1.150522516596508495e+02
1.415340000000000131e+01	1.928654933106573877e-15	-1.150466092510947078e+02
1.416745000000000054e+01	-9.643274665532871356e-16	-1.150404632325972045e+02
1.418149999999999977e+01	0.000000000000000000e+00	-1.150338072115170149e+02
1.419555000000000078e+01	0.000000000000000000e+00	-1.150266342963612942e+02
1.420960000000000001e+01	-9.643274665532871356e-16	-1.150189370805792066e+02
1.422365000000000101e+01	0.000000000000000000e+00	-1.150107076251730405e+02
1.423770000000000024e+01	1.928654933106573877e-15	-1.150019374400647791e+02
1.425175000000000125e+01	0.000000000000000000e+00	-1.149926174641457379e+02
1.426580000000000048e+01	0.000000000000000000e+00	-1.149827380439384967e+02
1.427984999999999971e+01	0.000000000000000000e+00	-1.149722889107874124e+02
1.429390000000000072e+01	0.000000000000000000e+00	-1.149612591564955011e+02
1.430795000000000172e+01	0.000000000000000000e+00	-1.149496372073137849e+02
1.432200000000000095e+01	0.000000000000000000e+00	-1.149374107961866969e+02
1.433605000000000018e+01	0.000000000000000000e+00	-1.149245669331479434e+02
1.435010000000000119e+01	0.000000000000000000e+00	-1.149110918737554528e+02
1.436415000000000042e+01	-9.643274665532871356e-16	-1.148969710854454434e+02
1.437819999999999965e+01	0.000000000000000000e+00	-1.148821892116791048e+02
1.439225000000000065e+01	0.000000000000000000e+00	-1.148667300337459238e+02
1.440630000000000166e+01	-9.643274665532871356e-16	-1.148505764300794567e+02
1.442035000000000089e+01	-9.643274665532871356e-16	-1.148337103329329523e+02
1.443440000000000012e+01	0.000000000000000000e+00	-1.148161126822526654e+02
1.444845000000000113e+01	-9.643274665532871356e-16	-1.147977633765775920e+02
1.446250000000000036e+01	0.000000000000000000e+00	-1.147786412207854028e+02
1.447654999999999959e+01	0.000000000000000000e+00	-1.147587238704947481e+02
1.449060000000000059e+01	0.000000000000000000e+00	-1.147379877729257203e+02
1.450465000000000160e+01	-9.643274665532871356e-16	-1.147164081040119470e+02
1.451870000000000083e+01	0.000000000000000000e+00	-1.146939587015504003e+02
1.453275000000000006e+01	0.000000000000000000e+00	-1.146706119941692918e+02
1.454680000000000106e+01	0.000000000000000000e+00	-1.146463389258900634e+02
1.456085000000000029e+01	-9.643274665532871356e-16	-1.146211088760587558e+02
1.457489999999999952e+01	0.000000000000000000e+00	-1.145948895744227372e+02
1.458895000000000053e+01	-9.643274665532871356e-16	-1.145676470111375238e+02
1.460300000000000153e+01	0.000000000000000000e+00	-1.145393453414987306e+02
1.461705000000000076e+01	0.000000000000000000e+00	-1.145099467852168971e+02
1.463109999999999999e+01	0.000000000000000000e+00	-1.144794115200818965e+02
1.464515000000000100e+01	0.000000000000000000e+00	-1.144476975699077741e+02
1.465920000000000023e+01	0.000000000000000000e+00	-1.144147606867088882e+02
1.467325000000000124e+01	-1.928654933106574271e-15	-1.143805542271393563e+02
1.468730000000000047e+01	0.000000000000000000e+00	-1.143450290233337086e+02
1.470135000000000147e+01	0.000000000000000000e+00	-1.143081332484298116e+02
1.471540000000000070e+01	-9.643274665532871356e-16	-1.142698122772390548e+02
1.472944999999999993e+01	0.000000000000000000e+00	-1.142300085427648355e+02
1.474350000000000094e+01	0.000000000000000000e+00	-1.141886613895792948e+02
1.475755000000000017e+01	0.000000000000000000e+00	-1.141457069254618517e+02
1.477160000000000117e+01	-9.643274665532871356e-16	-1.141010778732021578e+02
1.478565000000000040e+01	0.000000000000000000e+00	-1.140547034251204792e+02
1.479970000000000141e+01	1.928654933106573877e-15	-1.140065091036657066e+02
1.481375000000000064e+01	0.000000000000000000e+00	-1.139564166325054231e+02
1.482779999999999987e+01	0.000000000000000000e+00	-1.139043438238395680e+02
1.484185000000000088e+01	0.000000000000000000e+00	-1.138502044893603227e+02
1.485590000000000011e+01	0.000000000000000000e+00	-1.137939083844281072e+02
1.486995000000000111e+01	0.000000000000000000e+00	-1.137353611977653713e+02
1.488400000000000034e+01	0.000000000000000000e+00	-1.136744646024507830e+02
1.489805000000000135e+01	-1.928654933106574271e-15	-1.136111163884336008e+02
1.491210000000000058e+01	-9.643274665532871356e-16	-1.135452107024484150e+02
1.492614999999999981e+01	0.000000000000000000e+00	-1.134766384284292542e+02
1.494020000000000081e+01	0.000000000000000000e+00	-1.134052877507631507e+02
1.495425000000000182e+01	-9.643274665532871356e-16	-1.133310449545194274e+02
1.496829999999999927e+01	0.000000000000000000e+00	-1.132537955319028526e+02
1.498235000000000028e+01	-9.643274665532871356e-16	-1.131734256835166974e+02
1.499640000000000128e+01	0.000000000000000000e+00	-1.130898243277691506e+02
1.501045000000000051e+01	0.000000000000000000e+00	-1.130028857634584796e+02
1.502449999999999974e+01	0.000000000000000000e+00	-1.129125131710438410e+02
1.503855000000000075e+01	-9.643274665532871356e-16	-1.128186231897977052e+02
1.505260000000000176e+01	0.000000000000000000e+00	-1.127211518737133957e+02
1.506665000000000099e+01	0.000000000000000000e+00	-1.126200624121702987e+02
1.508070000000000022e+01	0.000000000000000000e+00	-1.125153551057597952e+02
1.509475000000000122e+01	0.000000000000000000e+00	-1.124070802173779384e+02
1.510880000000000045e+01	0.000000000000000000e+00	-1.122953544773744738e+02
1.512284999999999968e+01	-3.163850644285933552e-07	-1.121803822111208433e+02
1.513690000000000069e+01	-6.826422619597185308e-07	-1.120624822759426991e+02
1.515095000000000169e+01	-1.054789495238322413e-06	-1.119421222319869713e+02
1.516500000000000092e+01	-1.432698318510402888e-06	-1.118199614036291081e+02
1.517905000000000015e+01	-1.816238849163016861e-06	-1.116969046642486205e+02
1.519310000000000116e+01	-2.205279810153533308e-06	-1.115741688051790277e+02
1.520715000000000039e+01	-2.599688576296218781e-06	-1.114533630720990516e+02
1.522119999999999962e+01	-2.999331211869887647e-06	-1.113365846180285388e+02
1.523525000000000063e+01	-3.404072511118560119e-06	-1.112265278611636745e+02
1.524930000000000163e+01	-3.813776042609443525e-06	-1.111266035551715845e+02
1.526335000000000086e+01	-4.228304199376916442e-06	-1.110410582285046246e+02
1.527740000000000009e+01	-4.647518224958325464e-06	-1.109750771286368263e+02
1.529145000000000110e+01	-5.071278267395324768e-06	-1.109348441241701124e+02
1.530550000000000033e+01	-5.499443412020021905e-06	-1.109275217471003003e+02
1.531954999999999956e+01	-5.931871736420694030e-06	-1.109611075548441192e+02
1.533360000000000056e+01	-6.368420334549040986e-06	-1.110441258219625382e+02
1.534765000000000157e+01	-6.808945375543266708e-06	-1.111851341687212624e+02
1.536170000000000080e+01	-7.253302131692699177e-06	-1.113920679326880077e+02
1.537575000000000003e+01	-7.701345026653328292e-06	-1.116715054930259186e+02
1.538980000000000103e+01	-8.152927676913079841e-06	-1.120279945938275148e+02
1.540385000000000026e+01	-8.607902929399804769e-06	-1.124636016357479065e+02
1.541789999999999949e+01	-9.066122900053633240e-06	-1.129778091966256426e+02
1.543195000000000050e+01	-9.527439026864281443e-06	-1.135677967986031263e+02
1.544600000000000151e+01	-9.991702093978556258e-06	-1.142290339246262931e+02
1.546005000000000074e+01	-1.045876228763071155e-05	-1.149560406214835382e+02
1.547409999999999997e+01	-1.092846922314300406e-05	-1.157431568569655269e+02
1.548815000000000097e+01	-1.140067199507015393e-05	-1.165851998685892568e+02
1.550220000000000020e+01	-1.187521921384326064e-05	-1.174779496778488976e+02
1.551624999999999943e+01	-1.235195903566343878e-05	-1.184184574354091666e+02
1.553030000000000044e+01	-1.283073922807566654e-05	-1.194052035560406324e+02
1.554435000000000144e+01	-1.331140718057591331e-05	-1.204381404326616973e+02
1.555840000000000067e+01	-1.379380995861313400e-05	-1.215186416260159490e+02
1.557244999999999990e+01	-1.427779434409066104e-05	-1.226493474769403633e+02
1.558650000000000091e+01	-1.476320686718871384e-05	-1.238338390390836423e+02
1.560055000000000014e+01	-1.524989384686586525e-05	-1.250759649523125177e+02
1.561459999999999937e+01	-1.573770143811089486e-05	-1.263784384814283044e+02
1.562865000000000038e+01	-1.622647565315776081e-05	-1.277399217161346883e+02
1.564270000000000138e+01	-1.671606241934514483e-05	-1.291491086140869129e+02
1.565675000000000061e+01	-1.720630759647418846e-05	-1.305734416500381769e+02
1.567079999999999984e+01	-1.769705703177513597e-05	-1.319406604378006875e+02
1.568485000000000085e+01	-1.818815659076575088e-05	-1.331195801644838923e+02
1.569890000000000008e+01	-1.867945219293145064e-05	-1.339309007125235667e+02
1.571294999999999931e+01	-1.917078984451248830e-05	-1.342313140691011597e+02
1.572700000000000031e+01	-1.966201568575609549e-05	-1.340253385996999214e+02
1.574105000000000132e+01	-2.015297601984641159e-05	-1.334613975799330206e+02
1.575510000000000055e+01	-2.064351735244210128e-05	-1.327179281570710714e+02
1.576914999999999978e+01	-2.113348642542800868e-05	-1.319231156301975432e+02
1.578320000000000078e+01	-2.162273025066684524e-05	-1.311467489849826222e+02
1.579725000000000179e+01	-2.211109614857260607e-05	-1.304198279362692574e+02
1.581129999999999924e+01	-2.259843178668395562e-05	-1.297526287016903837e+02
1.582535000000000025e+01	-2.308458520184412087e-05	-1.291455913658312795e+02
1.583940000000000126e+01	-2.356940485131065605e-05	-1.285949600072247563e+02
1.585345000000000049e+01	-2.405273963300673666e-05	-1.280955043816821899e+02
1.586749999999999972e+01	-2.453443892795203153e-05	-1.276417684154646537e+02
1.588155000000000072e+01	-2.501435262822870171e-05	-1.272286048158226777e+02
1.589560000000000173e+01	-2.549233117555504372e-05	-1.268513719625707665e+02
1.590964999999999918e+01	-2.596822559021587620e-05	-1.265059755025559411e+02
1.592370000000000019e+01	-2.644188750288594037e-05	-1.261888423107617854e+02
1.593775000000000119e+01	-2.691316919995396563e-05	-1.258968685313961799e+02
1.595180000000000042e+01	-2.738192362930924283e-05	-1.256273611314606171e+02
1.596584999999999965e+01	-2.784800445916635155e-05	-1.253779815951455276e+02
1.597990000000000066e+01	-2.831126609542376871e-05	-1.251466951793618421e+02
1.599395000000000167e+01	-2.877156371927342240e-05	-1.249317266873929668e+02
1.600799999999999912e+01	-2.922875330841663436e-05	-1.247315226033862530e+02
1.602205000000000013e+01	-2.968269167370942501e-05	-1.245447189757667275e+02
1.603610000000000113e+01	-3.013323649677215185e-05	-1.243701142996330731e+02
1.605015000000000214e+01	-3.058024634541956990e-05	-1.242066466558459013e+02
1.606419999999999959e+01	-3.102358071512786489e-05	-1.240533744331111734e+02
1.607825000000000060e+01	-3.146310005025074495e-05	-1.239094600476818044e+02
1.609230000000000160e+01	-3.189866577680753706e-05	-1.237741561640654027e+02
1.610634999999999906e+01	-3.233014033141402095e-05	-1.236467940011155235e+02
1.612040000000000006e+01	-3.275738718828453836e-05	-1.235267733782929724e+02
